Date,Open,High,Low,Close,Volume
2000-11-03,-1.4964211305575044,-1.4978900909069035,-1.4948284298422807,-1.4963262248599218,-0.7733400340456308
2000-11-06,-1.4965889945886874,-1.4980570955087897,-1.4949971973037148,-1.4964940846365073,-0.7733400340456308
2000-11-07,-1.4969247226510534,-1.4983911047125626,-1.4953347322265829,-1.4968298041896784,-0.7733400340456308
2000-11-08,-1.4957497256576828,-1.4972221234620071,-1.4941534114971433,-1.495654836977192,-0.7733400340456308
2000-11-09,-1.4944069158580393,-1.4958861885722148,-1.4928033748068683,-1.494312061211732,-0.7733400340456308
2000-11-10,-1.4965889945886874,-1.4980570955087897,-1.4949971973037148,-1.4964940846365073,-0.7733400340456308
2000-11-13,-1.4969247226510534,-1.4983911047125626,-1.4953347322265829,-1.4968298041896784,-0.330875520801369
2000-11-14,-1.4959175896888657,-1.4973891280638936,-1.4943221789585772,-1.4958226967537775,-0.7733400340456308
2000-11-15,-1.4955818616264998,-1.4970551188601209,-1.4939846440357092,-1.4954869772006065,-0.7733400340456308
2000-11-16,-1.4944069158580393,-1.4958861885722148,-1.4928033748068683,-1.494312061211732,-0.760066098648303
2000-11-17,-1.4954139975953167,-1.4960531422114518,-1.4938158765742753,-1.4944798697647055,-0.7423675181185325
2000-11-20,-1.4935676469270347,-1.4950512165254322,-1.4919595890002968,-1.4934728135524167,-0.7733400340456308
2000-11-21,-1.494574728664312,-1.4960531422114518,-1.4929720907677038,-1.4944798697647055,-0.7733400340456308
2000-11-22,-1.4935676469270347,-1.4950512165254322,-1.4919595890002968,-1.4934728135524167,-0.7733400340456308
2000-11-27,-1.487189172316453,-1.4887053983922947,-1.4855467859699938,-1.4870945006074519,-0.7733400340456308
2000-11-30,-1.4933997828958516,-1.4885383937904082,-1.4921283049611322,-1.4870945006074519,2.81062252323289
2000-12-01,-1.4878605772162747,-1.4855325148070506,-1.4882469108511425,-1.4894443838088127,0.6956421499253184
2000-12-04,-1.4856784984856266,-1.4855325148070506,-1.485715553431428,-1.486087393171551,-0.16716365090099214
2000-12-05,-1.4858463625168097,-1.4872024589006159,-1.4858843208928618,-1.4865909725013073,1.0274905348585148
2000-12-06,-1.4856784984856266,-1.4816916637769102,-1.4847030001634223,-1.4800448510033692,-0.4149437783177788
2000-12-07,-1.4801393440309598,-1.4788527384327896,-1.4813278569371362,-1.4818911548749736,-0.6140528092776966
2000-12-08,-1.4828249636302466,-1.4838625707134854,-1.4820028752822738,-1.4835696501936046,-0.24238261815251666
2000-12-11,-1.4861820393542653,-1.4877034217436256,-1.487065590121703,-1.4869266408308663,-0.7069703570589916
2000-12-12,-1.4868534954789974,-1.4883714401511712,-1.4865593392379994,-1.4867588322778929,-0.4990120358341885
2000-12-13,-1.487357036347636,-1.488872402994181,-1.48892192919628,-1.4896122435853982,-0.6406006800723523
2000-12-14,-1.489706979109467,-1.4905423470877461,-1.489090696657714,-1.4889408557026682,-0.6361760349399097
2000-12-15,-1.4886998461472793,-1.4882044355492847,-1.487065590121703,-1.4865909725013073,-0.4945873907017459
2000-12-18,-1.487357036347636,-1.488872402994181,-1.4862218043151314,-1.4877658884901819,-0.6981210667941063
2000-12-19,-1.4878605772162747,-1.4893733658371908,-1.487403125044571,-1.4877658884901819,0.12486292784022066
2000-12-20,-1.4831606916926126,-1.484697542760268,-1.4823404102051418,-1.4830661220874601,-0.7512168083834178
2000-12-21,-1.482321422761608,-1.4826935894629298,-1.4806528385919986,-1.4810519072156583,-0.28662906947694283
2000-12-22,-1.4811464257682372,-1.4821926266199201,-1.479471517862559,-1.4810519072156583,-0.7158196473238768
2000-12-26,-1.4819856946992418,-1.4808566917301276,-1.4803153036691306,-1.4803805193329282,-0.7733400340456308
2000-12-27,-1.4798036159685939,-1.480188673322582,-1.478121481172284,-1.478534164237712,-0.7689153889131882
2000-12-28,-1.4819856946992418,-1.4835285615097125,-1.4828466610888453,-1.48440889785292,-0.7689153889131882
2000-12-29,-1.4839999606236172,-1.4855325148070506,-1.4823404102051418,-1.4839053697467754,-0.7733400340456308
2001-01-02,-1.490042707171833,-1.4915443237364152,-1.4884156783125766,-1.4899479631385693,-0.7733400340456308
2001-01-03,-1.4907141120716547,-1.4922122911813114,-1.489090696657714,-1.4906193510212993,-0.7689153889131882
2001-01-04,-1.4918891090650253,-1.493381272431867,-1.4902720173871535,-1.4917943182337856,-0.7689153889131882
2001-01-05,-1.4907141120716547,-1.4922122911813114,-1.489090696657714,-1.4906193510212993,-0.7733400340456308
2001-01-08,-1.4907141120716547,-1.4922122911813114,-1.489090696657714,-1.4906193510212993,-0.7733400340456308
2001-01-09,-1.4915533810026593,-1.493047263228094,-1.4899344824642855,-1.4914585986806146,-0.7733400340456308
2001-01-10,-1.4962532665263215,-1.497723086305017,-1.4946596623808468,-1.4961583650833365,-0.7733400340456308
2001-01-11,-1.497428263519692,-1.4988920675555724,-1.4958409831102863,-1.4973333322958229,-0.7733400340456308
2001-01-12,-1.4975961275508751,-1.4990590721574588,-1.4960097505717205,-1.4975011920724084,-0.7733400340456308
2001-01-16,-1.4986032605130628,-1.500061048806128,-1.497022303839726,-1.4985082995083094,-0.7733400340456308
2001-01-17,-1.4987710733193356,-1.500228002445365,-1.4971910198005614,-1.4986761080612827,-0.7733400340456308
2001-01-18,-1.4970925354573261,-1.4985580583517997,-1.4955034481874183,-1.4969976127426519,-0.7733400340456308
2001-01-19,-1.4969247226510534,-1.4983911047125626,-1.4953347322265829,-1.4968298041896784,-0.7733400340456308
2001-01-22,-1.4933997828958516,-1.4948842119235457,-1.4917908215388627,-1.4933049537758312,-0.7733400340456308
2001-01-23,-1.4939033237644903,-1.4953851747665556,-1.4922970724225662,-1.4938084818819755,-0.7733400340456308
2001-01-24,-1.4969247226510534,-1.4983911047125626,-1.4953347322265829,-1.4968298041896784,-0.7733400340456308
2001-01-25,-1.4965889945886874,-1.4980570955087897,-1.4949971973037148,-1.4964940846365073,-0.7733400340456308
2001-01-26,-1.4994425294440674,-1.5008960208529105,-1.4978660896462974,-1.4993475471676248,-0.7733400340456308
2001-01-31,-1.4954139975953167,-1.4955521793684419,-1.4963472339939898,-1.494647729541291,1.731009110916891
2001-02-01,-1.4935676469270347,-1.4907093516896326,-1.4919595890002968,-1.4897801033619837,1.0407644702558425
2001-02-02,-1.4907141120716547,-1.4918782819775387,-1.4916220540774288,-1.4921299865633446,-0.2999030048742707
2001-02-05,-1.4955818616264998,-1.4958861885722148,-1.4939846440357092,-1.495319117424021,0.07619183138335185
2001-02-06,-1.4975961275508751,-1.4990590721574588,-1.4995536612594405,-1.4985082995083094,-0.6627239057345654
2001-02-07,-1.4994425294440674,-1.499727039602355,-1.498541107991435,-1.4993475471676248,-0.03884894206015622
2001-02-08,-1.4982675324506969,-1.499727039602355,-1.5029288044857267,-1.503879453793761,-0.7158196473238768
2001-02-09,-1.5033031460367248,-1.5047368718830507,-1.5042788411760017,-1.504215173346932,-0.7733400340456308
2001-02-12,-1.499946070312706,-1.5013969836959202,-1.5024225021014246,-1.5028723463578602,-0.6981210667941063
2001-02-13,-1.5024638771057202,-1.503901899836268,-1.5009036979497157,-1.5035437854642022,-0.7733400340456308
2001-02-14,-1.5041424149677296,-1.5055718439298333,-1.5036038228308641,-1.5050544210062475,-0.6406006800723523
2001-02-15,-1.5049816838987342,-1.506406815976616,-1.51086036016714,-1.5122719303869157,-0.6715731959994506
2001-02-16,-1.5125351042777764,-1.5080767600701812,-1.511029127628574,-1.5070685846544374,-0.7644907437807456
2001-02-20,-1.5106887023845839,-1.5120846157022079,-1.511029127628574,-1.5105934350682848,-0.667148550867008
2001-02-21,-1.5096815694223962,-1.5085777229131911,-1.5083290027474254,-1.5070685846544374,-0.5963542287479261
2001-02-22,-1.5066602217607437,-1.5080767600701812,-1.5068101985957163,-1.5065650565482929,-0.7025457119265489
2001-02-23,-1.5041424149677296,-1.5040689044381546,-1.503266287907996,-1.5025366780283012,-0.7733400340456308
2001-02-26,-1.5007853392437107,-1.4958861885722148,-1.500059912143144,-1.494312061211732,-0.7689153889131882
2001-02-27,-1.492392649933664,-1.4932142678299805,-1.490778268270857,-1.4916264584572,-0.7733400340456308
2001-02-28,-1.49272837799603,-1.4942162444786495,-1.491115803193725,-1.4926335658931011,-0.7733400340456308
2001-03-01,-1.4954139975953167,-1.4968881142582344,-1.4938158765742753,-1.495319117424021,-0.7733400340456308
2001-03-02,-1.5006174752125279,-1.5020649511408166,-1.4990473588751385,-1.5005224631564993,-0.7733400340456308
2001-03-05,-1.499946070312706,-1.5013969836959202,-1.498372340530001,-1.4998510752737693,-0.724668937588762
2001-03-06,-1.5041424149677296,-1.5055718439298333,-1.5027600370242926,-1.504215173346932,-0.6848471313967784
2001-03-07,-1.5058209528297388,-1.503233932391372,-1.5042788411760017,-1.5016974303689856,-0.7733400340456308
2001-03-08,-1.495078320757861,-1.496554156017111,-1.4934783931520057,-1.494983449094462,-0.7733400340456308
2001-03-09,-1.4860142265479925,-1.4875364681043886,-1.484365516741153,-1.4859195846185775,-0.7733400340456308
2001-03-12,-1.484671365523439,-1.4862004822519468,-1.4830154285502792,-1.4845767576295055,-0.7379428729860898
2001-03-13,-1.49272837799603,-1.4942162444786495,-1.491115803193725,-1.4926335658931011,-0.7733400340456308
2001-03-14,-1.499946070312706,-1.5013969836959202,-1.498372340530001,-1.4998510752737693,-0.7733400340456308
2001-03-15,-1.5041424149677296,-1.5055718439298333,-1.5025912695628587,-1.5040473135703465,-0.7644907437807456
2001-03-16,-1.5091780285537577,-1.5087447275150776,-1.5076539844022878,-1.507236444431023,-0.7733400340456308
2001-03-19,-1.5044781430300955,-1.5059058531336063,-1.5029288044857267,-1.5043830331235175,-0.7733400340456308
2001-03-20,-1.5033031460367248,-1.5047368718830507,-1.5017474837562872,-1.5032080659110312,-0.7733400340456308
2001-03-21,-1.5009532032748938,-1.5023989603445893,-1.4993848937980065,-1.5008581827096703,-0.7733400340456308
2001-03-22,-1.502296013074537,-1.5037348952343819,-1.5007349304882815,-1.5022009584751301,-0.7689153889131882
2001-03-23,-1.5016246081747155,-1.5030669277894855,-1.500059912143144,-1.5015295705924,-0.7733400340456308
2001-03-26,-1.5009532032748938,-1.5023989603445893,-1.4993848937980065,-1.5008581827096703,-0.7733400340456308
2001-03-27,-1.5024638771057202,-1.503901899836268,-1.5009036979497157,-1.5023688182517156,-0.7733400340456308
2001-04-02,-1.5088423004913916,-1.5092457413207367,-1.511029127628574,-1.5114326827276001,1.244298146348203
2001-04-03,-1.5116958353467715,-1.507909755468295,-1.5101853418220026,-1.5094185190794103,0.6690942791306627
2001-04-04,-1.5069959498231096,-1.5047368718830507,-1.5059664127891448,-1.5067329163248784,0.0009728641318273428
2001-04-05,-1.505653088798556,-1.5070747834215124,-1.5064726636728483,-1.507236444431023,-0.10964326417923811
2001-04-06,-1.5049816838987342,-1.5052378347260607,-1.5063039477120128,-1.5040473135703465,-0.3928205526555657
2001-04-09,-1.5033031460367248,-1.5047368718830507,-1.5059664127891448,-1.506900776101464,-0.6494499703372375
2001-04-10,-1.5069959498231096,-1.5084107692739541,-1.5083290027474254,-1.5085792714200947,-0.6361760349399097
2001-04-11,-1.508003031560387,-1.5055718439298333,-1.5084977702088593,-1.5062293369951218,-0.3529987464635821
2001-04-12,-1.5039745509365465,-1.503901899836268,-1.5042788411760017,-1.503879453793761,-0.6848471313967784
2001-04-16,-1.5033031460367248,-1.4992260767593453,-1.5020850186791552,-1.4985082995083094,-0.45919022964220496
2001-04-17,-1.5033031460367248,-1.5015639882978067,-1.5017474837562872,-1.5022009584751301,-0.6052035190128113
2001-04-18,-1.5041424149677296,-1.5017309928996931,-1.5034350553694302,-1.5018652901455711,-0.7733400340456308
2001-04-19,-1.4991068013817015,-1.4967211606189974,-1.498709875452869,-1.4951513088710475,-0.3264508756689264
2001-04-20,-1.4962532665263215,-1.4972221234620071,-1.4966847689168579,-1.495990556530363,-0.7025457119265489
2001-04-23,-1.4980996684195138,-1.4993930303985823,-1.498203573068567,-1.4978368604019674,-0.4680395199070902
2001-04-24,-1.4957497256576828,-1.4972221234620071,-1.4958409831102863,-1.4971654725192374,-0.4901627455693033
2001-04-25,-1.4982675324506969,-1.4982241001106762,-1.4992161263365724,-1.5000189350503548,-0.7733400340456308
2001-04-26,-1.4967568586198705,-1.4982241001106762,-1.4966847689168579,-1.4966619444130929,-0.7689153889131882
2001-04-27,-1.4975961275508751,-1.4990590721574588,-1.4960097505717205,-1.4975011920724084,-0.7467921632509751
2001-04-30,-1.497428263519692,-1.4988920675555724,-1.4958409831102863,-1.4973333322958229,-0.7733400340456308
2001-05-01,-1.4967568586198705,-1.4982241001106762,-1.4951659647651487,-1.4966619444130929,-0.7733400340456308
2001-05-02,-1.495078320757861,-1.496554156017111,-1.4934783931520057,-1.494983449094462,-0.7733400340456308
2001-05-03,-1.4935676469270347,-1.4950512165254322,-1.4919595890002968,-1.4934728135524167,-0.7733400340456308
2001-05-04,-1.4939033237644903,-1.4953851747665556,-1.4922970724225662,-1.4938084818819755,-0.7733400340456308
2001-05-07,-1.4939033237644903,-1.4953851747665556,-1.4922970724225662,-1.4938084818819755,-0.7733400340456308
2001-05-08,-1.4955818616264998,-1.4970551188601209,-1.4939846440357092,-1.4954869772006065,-0.7733400340456308
2001-05-09,-1.487357036347636,-1.488872402994181,-1.485715553431428,-1.4872623603840374,-0.7733400340456308
2001-05-10,-1.4888677101784624,-1.49037534248586,-1.487234357583137,-1.4887729959260827,-0.7733400340456308
2001-05-11,-1.4908819761028378,-1.4923792957831978,-1.4892594641191481,-1.4907872107978848,-0.7733400340456308
2001-05-14,-1.490210571203016,-1.4917113283383017,-1.4885844457740105,-1.4901158229151548,-0.7733400340456308
2001-05-15,-1.4905462480404716,-1.4920452865794251,-1.48892192919628,-1.4904514912447138,-0.7733400340456308
2001-05-16,-1.4839999606236172,-1.4855325148070506,-1.4823404102051418,-1.4839053697467754,-0.7733400340456308
2001-05-17,-1.4813142897994203,-1.4828605940648163,-1.4796402853239932,-1.4812197669922438,-0.7733400340456308
2001-05-18,-1.4581504877936553,-1.4598153859586758,-1.456351817662858,-1.4580565520845818,-0.7733400340456308
2001-05-21,-1.461507563517674,-1.4631552741458063,-1.4597269608891443,-1.4614135427218438,-0.7733400340456308
2001-05-22,-1.4620111043863127,-1.463656236988816,-1.4602332117728478,-1.461917070827988,-0.7733400340456308
2001-05-23,-1.4645289111793267,-1.4661611531291638,-1.4627645691925624,-1.4644348138059344,-0.7467921632509751
2001-05-24,-1.4720823315583687,-1.4736759015502074,-1.4703586414517062,-1.4719880427397736,-0.7467921632509751
2001-05-25,-1.474096597482744,-1.4756798548475454,-1.4723837479877173,-1.4740022576115754,-0.7733400340456308
2001-06-01,-1.4962532665263215,-1.494049239876763,-1.4949971973037148,-1.4933049537758312,0.3372458941974663
2001-06-04,-1.492560513964847,-1.494049239876763,-1.4949971973037148,-1.4958226967537775,-0.23353332788763143
2001-06-05,-1.4957497256576828,-1.4957191839703283,-1.4949971973037148,-1.4944798697647055,-0.21583474735786096
2001-06-06,-1.4928961908023026,-1.4938822352748766,-1.4938158765742753,-1.4944798697647055,-0.2777797792120576
2001-06-07,-1.4935676469270347,-1.4947172073216592,-1.4941534114971433,-1.493976341658561,-0.24680726328495928
2001-06-08,-1.4937354597333075,-1.4818586174161472,-1.4921283049611322,-1.4815554865454146,-0.03884894206015622
2001-06-11,-1.4855106344544435,-1.486868449696843,-1.4916220540774288,-1.4907872107978848,-0.19371152169564787
2001-06-12,-1.487357036347636,-1.4863674868538332,-1.487403125044571,-1.484744617406091,-0.37069732699335256
2001-06-13,-1.4841678246548002,-1.484697542760268,-1.485715553431428,-1.4839053697467754,-0.6052035190128113
2001-06-14,-1.4839999606236172,-1.4788527384327896,-1.4823404102051418,-1.4783663556847384,-0.4370670039799919
2001-06-15,-1.4801393440309598,-1.4810236453693646,-1.4836904468954168,-1.4852481455122355,-0.6848471313967784
2001-06-18,-1.4839999606236172,-1.484697542760268,-1.4835217309345814,-1.4832339818640456,-0.6361760349399097
2001-06-19,-1.482321422761608,-1.483194603268589,-1.4806528385919986,-1.4815554865454146,-0.6804224862643359
2001-06-20,-1.4828249636302466,-1.484363533556495,-1.4840279818182849,-1.4832339818640456,-0.6582992606021227
2001-06-21,-1.4843356886859833,-1.4845305381583815,-1.4826779451280099,-1.4828982623108746,-0.7202442924563194
2001-06-22,-1.4813142897994203,-1.4828605940648163,-1.4823404102051418,-1.4834018416406312,-0.7733400340456308
2001-06-25,-1.4789643470375893,-1.4805226825263549,-1.479471517862559,-1.4810519072156583,-0.7379428729860898
2001-06-26,-1.4806428848995985,-1.4771827943392244,-1.4789652669788556,-1.4768556689190808,-0.7733400340456308
2001-06-27,-1.4777893500442185,-1.4793537012757993,-1.4821716427437077,-1.4837375099701902,-0.7733400340456308
2001-06-28,-1.4885320333410066,-1.4900413842447364,-1.4868968741608675,-1.488437327596524,-0.7733400340456308
2001-06-29,-1.4863499033854484,-1.487870426345512,-1.4847030001634223,-1.4862552529481365,-0.7733400340456308
2001-07-02,-1.4883641693098237,-1.48987437964285,-1.4867281066994336,-1.4882694678199384,-0.7733400340456308
2001-07-03,-1.4913855169714763,-1.4928802586262078,-1.4897657150028516,-1.491290738904029,-0.7689153889131882
2001-07-05,-1.4955818616264998,-1.4970551188601209,-1.4963472339939898,-1.4954869772006065,-0.7689153889131882
2001-07-06,-1.4942390518268565,-1.4957191839703283,-1.4926346073454342,-1.4941442014351465,-0.4636148747746476
2001-07-09,-1.4932319188646688,-1.4947172073216592,-1.4916220540774288,-1.4931370939992457,-0.7733400340456308
2001-07-10,-1.4937354597333075,-1.4952181701646692,-1.4921283049611322,-1.4936406221053902,-0.7512168083834178
2001-07-11,-1.490210571203016,-1.4917113283383017,-1.4885844457740105,-1.4901158229151548,-0.7733400340456308
2001-07-12,-1.4930640548334857,-1.494550202719773,-1.4914532866159946,-1.4929692342226601,-0.7733400340456308
2001-07-13,-1.492224785902481,-1.4937152306729904,-1.4906095008094231,-1.4921299865633446,-0.7733400340456308
2001-07-16,-1.492560513964847,-1.494049239876763,-1.4909470357322911,-1.4924657061165156,-0.7733400340456308
2001-07-17,-1.4905462480404716,-1.4920452865794251,-1.48892192919628,-1.4904514912447138,-0.7512168083834178
2001-07-18,-1.4866856314478143,-1.4882044355492847,-1.4850405350862903,-1.4865909725013073,-0.7733400340456308
2001-07-19,-1.4883641693098237,-1.48987437964285,-1.4867281066994336,-1.4882694678199384,-0.7512168083834178
2001-07-20,-1.487524900378819,-1.4890394075960673,-1.4858843208928618,-1.4874302201606229,-0.7733400340456308
2001-07-23,-1.4893713022720114,-1.490876356291519,-1.487740659967439,-1.4892765752558392,-0.7733400340456308
2001-07-24,-1.4878605772162747,-1.4893733658371908,-1.4862218043151314,-1.4877658884901819,-0.7733400340456308
2001-07-25,-1.4912176529402934,-1.4927132540243213,-1.4895969475414175,-1.4911228791274438,-0.7733400340456308
2001-07-26,-1.4937354597333075,-1.4952181701646692,-1.4921283049611322,-1.4936406221053902,-0.7733400340456308
2001-07-31,-1.4960854537200488,-1.4947172073216592,-1.4951659647651487,-1.4936406221053902,0.7664364720444002
2001-08-01,-1.4937354597333075,-1.4920452865794251,-1.4928033748068683,-1.4916264584572,0.48325918356807274
2001-08-02,-1.492392649933664,-1.4922122911813114,-1.4922970724225662,-1.4916264584572,-0.17158829603343476
2001-08-03,-1.492392649933664,-1.4913773191345288,-1.4916220540774288,-1.4907872107978848,0.2620269269459418
2001-08-06,-1.4910498401340206,-1.4925463003850843,-1.490778268270857,-1.4921299865633446,-0.0830953933845824
2001-08-07,-1.492392649933664,-1.493548226071104,-1.4926346073454342,-1.491962126786759,0.514231699495171
2001-08-08,-1.4939033237644903,-1.4922122911813114,-1.4926346073454342,-1.4907872107978848,1.1558052436993507
2001-08-09,-1.4907141120716547,-1.4821926266199201,-1.489090696657714,-1.4815554865454146,-0.2999030048742707
2001-08-10,-1.4816500178617862,-1.4791867476365623,-1.4806528385919986,-1.4807162388860993,-0.760066098648303
2001-08-13,-1.4786286189752231,-1.4793537012757993,-1.4769401604428445,-1.4776949165783964,-0.7379428729860898
2001-08-14,-1.4793000750999552,-1.4783517755897797,-1.4803153036691306,-1.4766878603661073,-0.7290935827212046
2001-08-15,-1.4789643470375893,-1.4788527384327896,-1.4772776953657125,-1.4776949165783964,-0.7644907437807456
2001-08-16,-1.4789643470375893,-1.480188673322582,-1.4772776953657125,-1.478534164237712,-0.7467921632509751
2001-08-17,-1.4746001383513827,-1.473341943309084,-1.4735650172165584,-1.4716523744102146,-0.6582992606021227
2001-08-20,-1.4752715432512045,-1.4768487851354515,-1.4754213562911354,-1.4770235286956663,-0.7689153889131882
2001-08-21,-1.4789643470375893,-1.4805226825263549,-1.4772776953657125,-1.4788698837908827,-0.7644907437807456
2001-08-22,-1.4791322110687721,-1.4806896871282411,-1.4774464628271466,-1.4790377435674682,-0.7733400340456308
2001-08-23,-1.4784608061689506,-1.480021719683345,-1.476771444482009,-1.4783663556847384,-0.7733400340456308
2001-08-24,-1.4831606916926126,-1.484697542760268,-1.4814966243985703,-1.4830661220874601,-0.5122859712315163
2001-08-27,-1.4831606916926126,-1.4845305381583815,-1.4816653918600042,-1.4828982623108746,-0.5255599066288442
2001-08-28,-1.4834964197549785,-1.4850315519640407,-1.4818341593214384,-1.4834018416406312,-0.7733400340456308
2001-08-29,-1.4803071568372326,-1.4818586174161472,-1.479471517862559,-1.4810519072156583,-0.7733400340456308
2001-08-30,-1.4782929421377675,-1.4798547150814585,-1.476602677020575,-1.4781984959081529,-0.7733400340456308
2001-08-31,-1.479971479999777,-1.4815246591750237,-1.4782902486337182,-1.4798769912267837,-0.7733400340456308
2001-09-04,-1.484671365523439,-1.4862004822519468,-1.4830154285502792,-1.4845767576295055,-0.7733400340456308
2001-09-05,-1.4839999606236172,-1.4855325148070506,-1.4823404102051418,-1.4839053697467754,-0.7733400340456308
2001-09-06,-1.482321422761608,-1.4838625707134854,-1.4806528385919986,-1.4822268744281446,-0.7733400340456308
2001-09-07,-1.4821535587304249,-1.483695566111599,-1.4806528385919986,-1.482059014651559,-0.7733400340456308
2001-09-10,-1.484671365523439,-1.4862004822519468,-1.4830154285502792,-1.4845767576295055,-0.7733400340456308
2001-09-14,-1.4534505510450828,-1.4551395119191035,-1.4516265862456983,-1.453356734458248,-0.7733400340456308
2001-09-17,-1.4541220071698149,-1.455807530326649,-1.4523016560914344,-1.4540281735645901,-0.7733400340456308
2001-09-18,-1.4569754908002845,-1.4586464047081202,-1.4551704969334185,-1.4568815848720953,-0.7733400340456308
